,label,relax_work,relaxed,energy,energy_fu,nform,volume,volume_fu,xc,elabel,gga,algo,isif,nelm,prec,ediff,encut,ispin,lasph,lreal,lwave,ncore,nedos,sigma,ismear,nelmin,nwrite,icorelevel,aexx,isym,kpar,time,lvhar,lhfcalc,hfscreen,lmaxfock,precfock,ldau,ldauj,ldaul,ldauu,lmaxmix,ldautype,type,group,seed_name,energy_pa,energy_pa_ref
227,4Ag2SE-200803-160659-3db4b0,9851570f-5c84-4171-a01e-aba8aac1f3d0,296985,-46.78718154,-11.696795385,4.0,235.73435524070595,58.93358881017649,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8989317949999998,0.05322256416666704
228,4Ag2SE-200803-160659-32805a,ea81f3a7-7abf-498f-b237-ed1b94907f66,295790,-46.34350075,-11.5858751875,4.0,210.5831011518724,52.6457752879681,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8619583958333332,0.09019596333333357
229,4Ag2SE-200803-160659-083aea,86cc4d0f-56ad-41bf-b06f-5d8cda2b6f7b,296084,-47.02029855,-11.7550746375,4.0,219.97805060047162,54.994512650117905,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9183582125,0.03379614666666697
230,4Ag2SE-200803-160658-ada33d,5b5e106d-7681-49f3-b920-c0a651f0a3ce,295772,-47.01043869,-11.7526096725,4.0,220.6967382446289,55.174184561157226,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9175365575,0.034617801666666725
231,4Ag2SE-200803-160658-57c4c0,35a935a5-d42f-4ec5-9ae5-01fe20923ddf,295821,-46.78817766,-11.697044415,4.0,233.26933807253832,58.31733451813458,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.899014805,0.0531395541666666
232,4Ag2SE-200803-160657-dc4e0a,627542c2-b24c-48ac-8cdf-17c7eb50762b,295337,-46.88266466,-11.720666165,4.0,222.49282134938306,55.623205337345766,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.906888721666667,0.04526563750000001
233,4Ag2SE-200803-160657-411f92,9be6e173-832f-4725-8a6e-9bbaeacb3c70,296208,-46.82478425,-11.7061960625,4.0,222.3757184035822,55.59392960089555,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9020653541666666,0.05008900500000024
234,4Ag2SE-200803-160656-d325c4,c1cc7943-8e27-4265-ab34-c74d6756554f,296297,-47.29222558,-11.823056395,4.0,220.39677106228402,55.099192765571004,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9410187983333334,0.011135560833333447
235,4Ag2SE-200803-160656-caffc4,40aa92d5-3cb8-4230-b29c-dec146fd1214,297153,-46.87335108,-11.71833777,4.0,227.55171643170553,56.88792910792638,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9061125899999998,0.046041769166667024
236,4Ag2SE-200803-160656-56287a,d8da80eb-d5e1-4452-bb9f-4f41cc1cb0e8,296155,-46.94872932,-11.73718233,4.0,221.81627175039858,55.454067937599646,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9123941099999997,0.039760249166667094
237,4Ag2SE-200803-160656-4f8436,cdc3473f-21d4-4c64-84d8-f9eca1a3b9b5,296267,-46.89592077,-11.7239801925,4.0,233.36852261488454,58.342130653721135,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9079933975,0.04416096166666694
238,4Ag2SE-200803-160655-f54f78,924326a7-a2b3-46d4-8373-9818589b2502,296234,-46.89480699,-11.7237017475,4.0,232.82258118994832,58.20564529748708,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9079005825,0.044253776666666855
239,4Ag2SE-200803-160654-fdf850,a7e443c4-d103-4dbb-a3fd-09a2e1572901,296509,-46.8199667,-11.704991675,4.0,231.78721175046954,57.946802937617385,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.901663891666667,0.05049046749999997
240,4Ag2SE-200803-160654-3f08ec,a696cd2b-bb39-4d94-a753-3293aef027c0,296419,-47.12147327,-11.7803683175,4.0,215.91679014029407,53.97919753507352,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.926789439166667,0.025364919999999902
241,4Ag2SE-200803-160653-dcbfb7,9a8f7738-d23e-45ee-b1b7-343b011a9fa1,296486,-47.05823203,-11.7645580075,4.0,218.8584147088237,54.71460367720592,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.921519335833333,0.030635023333333677
242,4Ag2SE-200803-160653-b527e8,ccc7eef4-793f-4578-ae9c-ac5620c95e8c,296601,-47.13090394,-11.782725985,4.0,214.5048481533992,53.6262120383498,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9275753283333334,0.02457903083333335
243,4Ag2SE-200803-160653-aec79f,0b847d1a-8d1d-4990-908d-9afbb674c262,296374,-46.78436863,-11.6960921575,4.0,235.38203140494767,58.84550785123692,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8986973858333336,0.05345697333333321
244,4Ag2SE-200803-160653-422775,46c7e1b7-e8c5-4f6d-9666-928a4fd6ae68,296093,-46.99940748,-11.74985187,4.0,226.04997398328825,56.51249349582206,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.91661729,0.03553706916666677
245,4Ag2SE-200803-160652-6b3fce,f66dea45-3485-4e1f-94e7-a6824b3f4270,295953,-46.67250006,-11.668125015,4.0,243.6740830102876,60.9185207525719,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8893750049999998,0.06277935416666702
246,4Ag2SE-200803-160651-be68dd,5be4cfcf-044b-4a67-a0ab-a38f155ec0c4,295984,-46.88845379,-11.7221134475,4.0,228.71153308812077,57.17788327203019,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9073711491666665,0.044783210000000295
247,4Ag2SE-200803-160651-73c7e5,2445208d-0277-42a5-9006-7287d3244186,296027,-46.81212287,-11.7030307175,4.0,235.27670763471767,58.81917690867942,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.901010239166667,0.051144120000000015
248,4Ag2SE-200803-160627-dd217e,f105d492-84bc-48dc-8f10-a4678125a4a1,296283,-47.07915702,-11.769789255,4.0,224.4529565489334,56.11323913723335,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.923263085,0.028891274166666925
249,4Ag2SE-200803-160623-c64212,48dba1f6-715d-4a1f-b5b7-5360aea42141,295381,-46.94222076,-11.73555519,4.0,210.00645813852887,52.50161453463222,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.91185173,0.040302629166666826
250,4Ag2SE-200803-160554-ffbf7a,142e2519-e830-4423-b912-d68cd049f7a9,383957,-47.31206644,-11.82801661,4.0,231.1892271888957,57.797306797223925,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,1,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9426722033333337,0.009482155833333117
251,4Ag2SE-200803-160554-ffbf7a,2634c021-a385-453c-9033-246afb7eaada,384109,-36.79102918,-9.197757295,4.0,266.2422019916941,66.56055049792353,pbe,relax__structure,pe,normal,3,200,accurate,1.2e-05,550,1,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.0659190983333335,0.8862352608333333
252,4Ag2SE-200803-160554-ffbf7a,6de4db9b-814a-465d-adfc-34447ab66de7,494661,-32.60571115,-8.1514277875,4.0,240.79329149189516,60.19832287297379,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,True,"[0.0, 0.0]","[-1, 2]","[0.0, 4]",4.0,2.0,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-2.7171425958333333,0.8355388758333335
253,4Ag2SE-200803-160554-ffbf7aHSE06,74e63443-7196-4212-9e25-cc2d7f040575,381729,-42.75000868,-10.68750217,4.0,266.7935902088602,66.69839755221506,pbe,relax__structure,pe,all,3,200,accurate,1.2e-05,550,1,True,False,True,1,2000,0.05,0,4,1,,0.25,3.0,30.0,0.3,True,True,0.2,4.0,fast,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5625007233333332,0.38965363583333357
254,4Ag2SE-200803-160554-ffbf7a,804b5a04-d194-4c2b-95a9-dc51157e1a8c,383744,-47.31206644,-11.82801661,4.0,231.18922719109793,57.79730679777448,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,1,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9426722033333337,0.009482155833333117
255,4Ag2SE-200803-160554-ffbf7a,813b149b-38ac-4c6b-81dd-0cc162676b49,494808,-28.73920869,-7.1848021725,4.0,240.94225290368053,60.23556322592013,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,True,"[0.0, 0.0]","[-1, 2]","[0.0, 6]",4.0,2.0,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-2.3949340575,1.1577474141666668
256,4Ag2SE-200803-160554-ffbf7a,890e1d85-802f-40e4-8d31-8a06b67ecb01,384118,-42.53765343,-10.6344133575,4.0,241.40811618950954,60.352029047377385,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,1,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5448044524999998,0.007877019166667054
257,4Ag2SE-200803-160554-ffbf7a,983cb93e-af33-40f9-8900-e0d471b0097e,384043,-36.79102918,-9.197757295,4.0,266.2422026729643,66.56055066824108,pbe,relax__structure,pe,normal,3,200,accurate,1.2e-05,550,1,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.0659190983333335,0.8862352608333333
258,4Ag2SE-200803-160554-ffbf7a,a6defd8e-a9f8-4662-b517-1a76f82f10bd,296371,-47.31493906,-11.828734765,4.0,231.4118477994659,57.852961949866476,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.942911588333333,0.00924277083333358
259,4Ag2SE-200803-160554-ffbf7a,b5edb8dc-f35e-4690-a23e-69f49a69e0d2,383608,-42.53765343,-10.6344133575,4.0,241.40811618950954,60.352029047377385,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,1,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5448044524999998,0.007877019166667054
260,4Ag2SE-200803-160554-ffbf7a,d0d86942-5fc7-475f-8fa5-41c11c1f975e,494664,-37.21422318,-9.303555795,4.0,240.51646976266258,60.129117440665645,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,10,2000,0.05,0,4,1,0.0,,,,,,,,,,True,"[0.0, 0.0]","[-1, 2]","[0.0, 2]",4.0,2.0,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.101185265,0.451496206666667
261,4Ag2SE-200803-160429-f3859d,c4c4f855-774a-46ed-8706-0d0a649d41c1,296700,-47.02276461,-11.7556911525,4.0,221.6640135689887,55.41600339224718,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9185637175,0.0335906416666667
262,4Ag2SE-200803-160404-c2fec7,4b9c5c7b-bfaa-4ecb-88dd-0542c2150344,298504,-47.31503298,-11.828758245,4.0,231.71990565079597,57.92997641269899,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.942919415,0.009234944166666814
263,4Ag2SE-200803-155832-45173c,7d683ccc-ab69-4c65-9f15-a4e02001abc3,296101,-47.01964455,-11.7549111375,4.0,221.58136565091147,55.395341412727866,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9183037125,0.033850646666666595
264,4Ag2SE-200803-155701-a978dc,b36c0c39-2989-4bdc-8bd2-fcb08866b766,296229,-47.02945991,-11.7573649775,4.0,220.71105711197652,55.17776427799413,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9191216591666667,0.03303270000000014
265,4Ag2SE-200803-155116-f8d27b,73264a09-e3f5-48f5-8ae1-164f8fbd95ca,296218,-46.66392282,-11.665980705,4.0,229.3398263089808,57.3349565772452,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.888660235,0.06349412416666667
266,4Ag2SE-200803-155116-795d8b,0ec486a0-b74b-434e-a04e-807d6d02f7ba,298630,-47.18226287,-11.7955657175,4.0,225.01606819983775,56.25401704995944,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.931855239166667,0.020299119999999782
267,4Ag2SE-200803-155116-383aa1,205b1558-b3e2-44f8-a91c-1f806b362859,299005,-47.0005009,-11.750125225,4.0,233.79446310704088,58.44861577676022,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9167084083333332,0.03544595083333357
268,4Ag2SE-200803-155116-2acae0,19b847b7-c2e8-4481-b8c9-2472ffb29670,296524,-46.84105643,-11.7102641075,4.0,226.13753177400207,56.53438294350052,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.903421369166667,0.048732989999999976
269,4Ag2SE-200803-155115-5f62fb,10b4cf5f-da5b-4434-9d20-21f35109f5e3,295909,-47.11241917,-11.7781047925,4.0,226.23984970385226,56.559962425963064,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9260349308333335,0.02611942833333325
270,4Ag2SE-200803-155115-49709b,80879cd2-1642-45e1-aaf2-86add08990c1,296178,-46.82476075,-11.7061901875,4.0,225.11667506148885,56.27916876537221,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9020633958333337,0.05009096333333307
271,4Ag2SE-200803-155114-f87321,cb8cde74-a108-489d-aee5-33c46bc5a78e,296469,-46.95779244,-11.73944811,4.0,221.86257819881018,55.465644549702546,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9131493699999997,0.03900498916666706
272,4Ag2SE-200803-155114-e8dd0e,0dff052d-3ef3-4dc2-8d9d-00a40519182c,296527,-46.91832869,-11.7295821725,4.0,218.45156504877144,54.61289126219286,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9098607241666667,0.04229363500000005
273,4Ag2SE-200803-155114-bac43a,e8ed2aa0-6f09-4413-aae6-44f394e85563,297830,-46.85051527,-11.7126288175,4.0,227.58367782421604,56.89591945605401,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9042096058333335,0.047944753333333257
274,4Ag2SE-200803-155114-62e886,31a57b95-af46-473e-880f-8e4bc5b20042,296040,-46.89230037,-11.7230750925,4.0,234.5938641142087,58.64846602855218,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9076916975000002,0.04446266166666657
275,4Ag2SE-200803-155113-502717,7bd6fe27-d516-49e6-b040-b086901faac5,295900,-46.77084672,-11.69271168,4.0,234.08828442590928,58.52207110647732,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.89757056,0.05458379916666667
276,4Ag2SE-200803-155110-7296b2,4781ed03-f93f-4b9d-a472-2adc05343023,298156,-47.13290139,-11.7832253475,4.0,218.70661506225306,54.676653765563266,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9277417825,0.02441257666666674
277,4Ag2SE-200803-155109-f5dfab,54375f36-0d12-4e4c-944d-fcbc544bb4c4,296066,-46.79514483,-11.6987862075,4.0,239.70294108030433,59.92573527007608,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8995954024999997,0.0525589566666671
278,4Ag2SE-200803-155109-d68d40,cf0325cd-af6d-4a17-baa5-cab054407f38,295961,-46.72747169,-11.6818679225,4.0,255.2552576613137,63.81381441532842,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.893955974166667,0.05819838499999985
279,4Ag2SE-200803-155109-d1808b,5a6f23ee-4fed-4333-8aae-151a83b68964,297039,-47.01561122,-11.753902805,4.0,219.8913781817056,54.9728445454264,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9179676016666662,0.03418675750000055
280,4Ag2SE-200803-155109-609441,ca3f7b90-ea6d-41e3-98dd-4c3162fe99ea,296134,-47.01586825,-11.7539670625,4.0,224.59785985246108,56.14946496311527,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9179890208333332,0.03416533833333357
281,4Ag2SE-200803-155109-3b1d91,d3e332cb-71a8-4bed-8b0a-2621d718e96c,296001,-46.99892603,-11.7497315075,4.0,215.29092394011494,53.822730985028734,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9165771691666666,0.03557719000000015
282,4Ag2SE-200803-155109-0deed7,aa4e256a-7a07-4e42-9d85-179d3ae9a081,295767,-46.82180258,-11.705450645,4.0,225.40292203918864,56.35073050979716,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.901816881666667,0.05033747749999984
283,4Ag2SE-200803-155109-02288b,3c8f267d-26d5-4f6e-8e83-ff8e8f31b343,297824,-46.99968579,-11.7499214475,4.0,215.13989831646444,53.78497457911611,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9166404825,0.03551387666666672
284,4Ag2SE-200803-155108-ce8c37,c3cf8170-b302-4edc-a62d-7c4ea29a0be8,297272,-47.17695089,-11.7942377225,4.0,224.83090817344473,56.20772704336118,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9314125741666666,0.020741785000000235
285,4Ag2SE-200803-155108-769082,b40b12a9-7996-41ae-a308-9aa1008cec82,295780,-47.03973589,-11.7599339725,4.0,222.7763461795561,55.694086544889025,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9199779908333334,0.03217636833333337
286,4Ag2SE-200803-155108-0f4021,2fff2298-b0ce-4d9a-bef2-38ed489ba19f,295486,-47.03250704,-11.75812676,4.0,220.36242354648547,55.09060588662137,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9193755866666664,0.032778772500000386
287,4Ag2SE-200803-155108-0e1a66,2c76e87c-7d55-41a2-8df8-1ff80017e44e,295541,-46.9354811,-11.733870275,4.0,227.61186736557897,56.90296684139474,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9112900916666664,0.040864267500000384
288,4Ag2SE-200803-155107-cf0394,61f8c2da-94d9-41e5-8ef6-8c1572a79a4f,295425,-46.97494114,-11.743735285,4.0,216.70496873270574,54.176242183176434,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9145784283333334,0.03757593083333344
289,4Ag2SE-200803-155107-7ba356,fc7bdc45-76ae-45ed-b02a-d53adeb9ecd7,296115,-46.833536,-11.708384,4.0,222.3176472900438,55.57941182251095,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.902794666666667,0.04935969249999994
290,4Ag2SE-200803-155106-879355,4606b647-0177-4bfc-b77f-bf37528ebdca,295583,-47.125841,-11.78146025,4.0,216.47315202734526,54.118288006836316,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9271534166666666,0.02500094250000018
291,4Ag2SE-200803-155105-6d7163,1dc5354a-89a2-4d66-a7db-08ef609f9e06,295373,-46.78734027,-11.6968350675,4.0,228.60589502607712,57.15147375651928,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8989450225,0.05320933666666683
